v094_id,legacy_id,entity_type,label,resolves
WOR016950,Reg000033,work,*»Din Vilje skee Alfader -«.,yes
WOR017000,Reg000034,work,*»Dit Fødeland og din Kongebo -« (Til Kong Georg af Grækenland 28.4.1867),yes
WOR017050,Reg000990,work,Drengen og Hundehvalpen. Til en Tegning af Lorenz Frølich,yes
WOR017100,Reg000035,work,*»Du Heros Smerte aandet har i Stenen -« (Stambogsblad til Billedhuggeren William Wetmore Story 23.5.1861),yes
WOR017150,Reg000036,work,*»Du Norges Træ med Frugt og Blomst og Knop -« (Dedikation til Bj. Bjørnson 16.5.1861),yes
WOR017200,Reg000846,work,Det døende Barn,yes
WOR017250,Reg000037,work,*»Elisabeth paa Holsteinborg -« (Dedikation til Elisabeth Holstein 30.12.1866),yes
WOR017300,Reg003704,work,"†Emma Hartmann, født Zinn, den 13. Marts 1851",yes
WOR017350,Reg001168,work,"Epilog, fremsagt af jomfru Amalie Price 19. Februar 1861",yes
WOR017400,Reg000038,work,"*»Et Hjerte kjærligt, tro og rigt -« (Til Fru Friederike Serre 6.8.1857)",yes
WOR017450,Reg000039,work,*»Et Huuslivs Kjærlighed og Tro -« (Glorup 5.8.1867),yes
WOR017500,Reg003625,work,»Et Sørgebudskab gjennem Landet lød: /»Kong Frederik den Syvende er død!««.,yes
WOR017550,Reg001245,work,"Faderen, Vennen, Geheimeraad Jonas Collin, den 18. Februar 1851",yes
WOR017600,Reg003626,work,"»Farvel, Prindsesse Dagmar! Du gaaer til Storhed og Glands -« (21.9.1866)",yes
WOR017650,Reg003705,work,†Farvel til Kong Frederik den Syvende,yes
WOR017700,Reg000003,work,*Felix Mendelssohn-Bartholdy (Leipzig 5.7.1841),yes
WOR017750,Reg000671,work,Den 25. November 1840 (Sang til Louise Collins og W. Linds Bryllup),yes
WOR017800,Reg000040,work,*»Flyv ud! kom hjem! vær karsk og glad -« (Paaskrift paa Andersens Portræt til Anna Melchior 27.8.1869),yes
WOR017850,Reg000041,work,"*»For Digteraanden her jeg knæler ned -« (San Onofrio, Rom, 23.11.1833)",yes
WOR017900,Reg000042,work,*»For Skjønhed og Snille -«. (Improviseret Skaal for Carl Bloch og Alma Trepka 2.1.1868),yes
WOR017950,Reg000004,work,*Foraarssang,yes
WOR018000,Reg001333,work,Fortrøstning,yes
WOR018050,Reg001341,work,Fotograferede Børnegrupper af Harald Paetz med tildigtede Rim af Prof. H. C. Andersen,yes
WOR018100,Reg000045,work,"*»Fra det blaa, det lysende Vand -«",yes
WOR018150,Reg000043,work,*»Fra Havet vi een Perle hjemad bringe -« (Impromptu til Kongeparret 31.8.1844),yes
WOR018200,Reg000044,work,*»Fra Jurabjergene det stormer -«,yes
WOR018250,Reg000676,work,Den Frivillige,yes
WOR018300,Reg000046,work,*»Fru Jerichau drager i Verden om -« (Improvisation paa Petershøi 14.7.1872),yes
WOR018350,Reg000005,work,*Frøken Frederikke Castenschiold (med en stor Skovbunds Bouquet) (Basnæs 20.5.1871),yes
WOR018400,Reg001403,work,Fyen II (» Ved Tanken om min Fødeø-«),yes
WOR018450,Reg001404,work,Fyen og Schweitz. Rolighed den 5te Juli 1875. Aften Kl. 11,yes
WOR018500,Reg000047,work,"*»Først fik vi en Suppe, saa faur og saa fiin -«",yes
WOR018550,Reg000048,work,"*»Gaaer Du paa Glatiis og falder, min Ven -« (Tekst til et Billede af Vilh. Pacht i » Billedbog for Store og Smaae« ved Christian Winther)",yes
WOR018600,Reg003630,work,»Giv af dit Hjerte til Folk og til Slægt -« (l Spanien),yes
WOR018650,Reg001465,work,God Nat,yes
WOR018700,Reg000049,work,"*»Gud, Du Stormagt, den eneste nu -«",yes
WOR018750,Reg001500,work,"Guldbryllupssang den 10. December 1862. Til C. W. Wiehe og Antoinette Louise Wiehe, f. Rosing",yes
WOR018800,Reg001506,work,Gurre,yes
WOR018850,Reg000050,work,*»Halv Engel og halv Nisse -« (Til José O'Neill 6.8.1866),yes
WOR018900,Reg000051,work,*»Han fløi engang til Hindostan -« (Improviseret Skaal for J. S. F. Stephens 26.12.1871),yes
WOR018950,Reg000052,work,*»Han skatter det Skjønne -« (Impromptu 26.12.1873),yes
WOR019000,Reg000120,work,*†Henrik Hertz (»I Kunstens Hal nu vaier Sorgens Fane -«),yes
WOR019050,Reg003706,work,†Henriette Wulff,yes
WOR019100,Reg000053,work,*»Her Grækenlands Vaaben og Danmarks Flag -« (Verdensudstillingen i Paris Maj 1867),yes
WOR019150,Reg000054,work,*»Her hvor ikke Hjorden græsser -« (Corselitze 13.8.1850),yes
WOR019200,Reg000055,work,"*»Her staaer jeg, som en stolt Baron -« (Devise til et Bal hos Fru Zahrtmann)",yes
WOR019250,Reg000056,work,*»Her under det blomstrende Hyldetræ -« (Nørre Vosborg 10.7.1859),yes
WOR019300,Reg001592,work,Hilsen af svenske og norske Frivillige,yes
WOR019350,Reg001612,work,Hjertets Melodier,yes
WOR019400,Reg003684,work,»»Hr Peder kasted Runer over Spange!« / I denne Verden er der Runer mange -« (Improvisation 3.9.1844),yes
WOR019450,Reg000057,work,*»Hun er saa foraarsfrisk at see - « (Alma Trepka),yes
WOR019500,Reg000058,work,*»Hvad ruller op?«,yes
WOR019550,Reg000059,work,"*»Hver Blomst er en Hilsen, et lille Digt -« (Med en Buket til Fru Engel Camilla Bramsen 7.10.1871)",yes
WOR019600,Reg000018,work,*» Hver elsker sin Farve paa Sted og Tid -« (Augustenborg 24.9.1844),yes
WOR019650,Reg000060,work,*»Hvert Efteraar siger Løvet der faldt -«,yes
WOR019700,Reg003638,work,»Hvil sødt -«,yes
WOR019750,Reg000061,work,*»Hvis Billeder og Lamper kunde tale -« (Baden-Baden 24.9.1867),yes
WOR019800,Reg000062,work,*»Hvor Alt i dette Land er skjønt!« (Albumvers i Lissabon 13.5.1866),yes
WOR019850,Reg000066,work,*»Hvor er dit Hjem dog hyggeligt og godt -« (I C. V. Böttigers Album 1.7.1849),yes
WOR019900,Reg000063,work,*»Hvor Harpen er op til Thronen lagt-« (Dedikation til Kong Karl XV 4.10.1865),yes
WOR019950,Reg003639,work,»Hvor Himlen har Stjerner! jeg kjender jo hver -« (l Spanien),yes
WOR020000,Reg000067,work,*»Hvor kunde vel Hjertet banke -« (Augustenborg 24.9.1844),yes
WOR020050,Reg000064,work,*»Hvor Luther talte og hvor Göthe sang -« (l Fru Mary Tesdorpfs Album 14.8.1850),yes
WOR020100,Reg000065,work,*»Hvor Stormen løfter høit sin stærke Stemme -« (Vandrerens Sang),yes
WOR020150,Reg000068,work,"*»Hvorfor, o Herre, forundte Du mig - «",yes
WOR020200,Reg003642,work,»Hyrden græsser sine Faar -« (Festen paa Kenilworth),yes
WOR020250,Reg000006,work,*Høit over Skyen staaer jeg her -« (Brocken 26.5.1831),yes
WOR020300,Reg001680,work,I Afrika (I Spanien),yes
WOR020350,Reg003642,work,"»I Afrikaner-Byen, i Cartagena jeg boer -« (I Spanien)",yes
WOR020400,Reg000069,work,"*»I Amsterdam, i »Herregaden« -« (Stambogsvers 5.5.1868 til Vilh. Boye)",yes
WOR020450,Reg001684,work,I Christianis Stambog (3.9.1844),yes
WOR020500,Reg000073,work,*»I fremmed Sprog gaaer Sangen dig forbi -« (30.8.1847),yes
WOR020550,Reg001689,work,I Neuchâtel (»Der var paa Himlen ikke en eneste Sky -«),yes
WOR020600,Reg000070,work,*»I Oldtiden var det den smukke Skik -« (Augustenborg 24.9.1844),yes
WOR020650,Reg001697,work,"I Setubal (»Hvor Aftenen er deilig, forfriskende mild -«)",yes
WOR020700,Reg000071,work,*»I Stjernerne Tycho skrev hvad han hed -« (I Fru Ida Marie Billes Stambog Hamburg 27.11.1845),yes
WOR020750,Reg000072,work,"*»I Weimar, den tydske Digterstad -« (l Grev Ferd. von Harrachs Album 27.7.1860)",yes
WOR020800,Reg000074,work,*»Ich lege als Blume mein Kuss im Wein -« (Impromptu til Ægteparret Rubinstein 5.4.1869),yes
WOR020850,Reg003683,work,»lgjen et Aar udfolder sine Vinger -«.,yes
WOR020900,Reg000002,work,* »Imellem Elbens grønne Øer -« (Harburg 27.4.1833),yes
WOR020950,Reg000007,work,*Improviseret Sang ved Vesterhavet (»Hør Vesterhavets Orgelklang -«) (8.7.1859),yes
WOR021000,Reg000119,work,"*»lnddrik nu denne Luft, saa let og pur -« (Firenze 13.12.1840)",yes
WOR021050,Reg001742,work,Indskrift i Kronborg Slotskirke efter Restaureringen 1843 (»Det ødelagde Guds Huus reistes paa Kongens Bud -«).,yes
WOR021100,Reg000008,work,*Indvielse 1867 (»I denne Bog vil blive lagt -«) (l Bodild Holsteins Album),yes
WOR021150,Reg003707,work,†Ingeborg Mimi Collin,yes
WOR021200,Reg000075,work,*»Ingen veed hvad imorgen skeer -« (I Emil Melchiors Album 17.9.1874),yes
WOR021250,Reg000076,work,"*»Ja, Digterdrøm og Elskovs Lykke -« (Ved Tassos Eg, San Onofrio 23.11.1833)",yes
WOR021300,Reg000077,work,"*»Ja, her er saa smukt som Hjertet vil -« (16.8.1833) (Lykkens Kalosker)",yes
WOR021350,Reg000078,work,*»Jeg bringer intet Digt og ingen Sange -« (Med en Ugle med Penne i til Ingemann 28.5.1860),yes
WOR021400,Reg003648,work,»Jeg er en Skandinav«,yes
WOR021450,Reg000079,work,"*»Jeg er Husets Nisse, een af de Smaa -« (Digt, fremsagt 12.8.1874 af Poul Melchior paa Søsteren Augustas Fødselsdag)",yes
WOR021500,Reg000080,work,*»Jeg lægger Bogen paa Deres Bord -« (Dedikation til Fru Dorothea Melchior i et Eksemplar af Souvenir 1869),yes
WOR021550,Reg000001,work,*»Jeg saae det gamle Frijsenborg -« (I Komtesse Agnes Krag-Juel-Vind-Frijs' Album 28.8.1868),yes
WOR021600,Reg000081,work,*»Jeg sidder i et Vertshuus i fremmed Land -«,yes
WOR021650,Reg000082,work,*»Jeg vil udbringe en Skaal kan De gjæt' den -« (Improviseret Skaal for Valdemar Price 3.1.1869),yes
WOR021700,Reg001841,work,Julevise i Rom 1833 (»Sødt dufter Juletræets Blad -«),yes
WOR021750,Reg001856,work,Jylland (»Jylland mellem tvende Have -«),yes
WOR021800,Reg001874,work,Kantate ved Hr. Moritz Melchiors og Fru Dorothea Melchiors Sølvbryllup den 17de Juni 1871. Musik af J. A. Hägg,yes
WOR021850,Reg000009,work,*Kjærlighed (»Den er lidt meer end et Stjerneskud -«),yes
WOR021900,Reg001903,work,Kjøbenhavn,yes
WOR021950,Reg000083,work,*»Kommer aldrig igjen!« (Lykke-Peer),yes
WOR022000,Reg001943,work,Korsør,yes
WOR022050,Reg000730,work,Den korteste Nat,yes
WOR022100,Reg000084,work,*»Kunde De høre mit Hjertes Slag -« (Til J. J. L. ten Kate 18.2.1866),yes
WOR022150,Reg002038,work,Landsoldatens Hjemkomst,yes
WOR022200,Reg003549,work,[Langelandsk Folkemelodi],yes
WOR022250,Reg002146,work,Liden Kirsten og Prinds Buris,yes
WOR022300,Reg002156,work,Lille Pouls Tale ved Moritz og Dorothea Melchiors Sølvbryllup 17. Juni 1871,yes
WOR022350,Reg000085,work,"*»Lille Sally, gamle Ven -« (Til den lille Sally Melchior 17.9.1868)",yes
WOR022400,Reg003654,work,"»Lille Sally, her er Brev -« (Rimbrev til Sally Melchior 26.11.1871)",yes
WOR022450,Reg002157,work,Lille Svends Udtalelse om Vejrliget i Vinter,yes
WOR022500,Reg002159,work,Lille Viggo,yes
WOR022550,Reg002184,work,Lucie og Edgard,yes
WOR022600,Reg000086,work,*»Maanen skinner det gamle Skind -« (Pardobitz 15.10.1869),yes
WOR022650,Reg003656,work,»Man siger Poesien er et Frimureri -« (Stambogsblad til S. J. van den Bergh),yes
WOR022700,Reg002341,work,Martsviolerne,yes
WOR022750,Reg002343,work,"Maskerade-Vers, uddeelte af en Spaaqvinde (Karneval hos M. G. Melchiors 16.2.1874)",yes
WOR022800,Reg000090,work,*»Med doppelt Kridt paa Hjertets Regnebret -« (l Wilhelmine Sonnleithners Stambog 11.6.1834),yes
WOR022850,Reg002357,work,Med en Buket Violer til en ung Dame (»De fattige Blomster drømte i Nat -«),yes
WOR022900,Reg002358,work,"Med en Deel Sparebøsser, solgte paa en Bazar under Krigen 1864 til daglig Indsamling for de Udcommanderedes Koner og Børn",yes
WOR022950,Reg000088,work,*»Med Snillets Blik Du Orienten saae -« (Dedikation 9.7.1857 i Miss Julia Pardoe's Eksemplar af »To be or not to bee«),yes
WOR023000,Reg002356,work,Med Prindsesse Dagmars Portrait,yes
WOR023050,Reg000087,work,*»Med Skaaler er Bordet dænget -« (Rosenvænget 25.6.1867),yes
WOR023100,Reg000089,work,"*»Med Weyse, Kuhlau, Hartmann og med Gade -« (Dedikation til Asger Hammerich i et Eksemplar af Nye Eventyr og Historier 2. Række 3. Bind 1865)",yes
WOR023150,Reg003659,work,»Min søde lille Marie paa Petershøi« (Brev 26.6.1869 til lille Marie Henriques),yes
WOR023200,Reg002410,work,Miraklet,yes
WOR023250,Reg002414,work,Mit Barndoms Hjem,yes
WOR023300,Reg000091,work,*»Mosrosen er nok værd at see -« (Cette 3.9.1862),yes
WOR023350,Reg000010,work,*Musikdirecteur W. Rübner (»Din Vugge-Gjænge blev sat i Gang -«) (Holsteinborg 15.8.1867),yes
WOR023400,Reg000093,work,*»Naar jeg ta'er Ordet atter -« (lmprovisation til Frk. Charlotte Phister 22.4.1869),yes
WOR023450,Reg000094,work,"*»Naar, om Gud vil, snart jeg vandrer -« (I Fru O'Neills Album 9.8.1866)",yes
WOR023500,Reg000092,work,*»Naar Sprogets Dør imellem sagde: »Stop!« -« (30.8.1847),yes
WOR023550,Reg002495,work,Negerkongens Datter (Mulatten),yes
WOR023600,Reg000123,work,9de Mai 1861. Sang sunget ved en Foraarsfest [for Johan Bravo] i Rom,yes
WOR023650,Reg002568,work,Nytaarsmorgen,yes
WOR023700,Reg000095,work,*»O Als er ret en Perle fiin -« (Augustenborg 24.9.1844),yes
WOR023750,Reg003589,work,tOberst Læssøe,yes
WOR023800,Reg002588,work,Odense,yes
WOR023850,Reg002601,work,Oldingen,yes
WOR023900,Reg000097,work,*»Over det luftblaa lysende Vand -«,yes
WOR023950,Reg000096,work,*»Over Emilie-Kilde to Roser groe -« (Indskrift 1.5.1869 paa Vifte til Frk. Suhr),yes
WOR024000,Reg002639,work,"Paa Andreas Ludvigs Brandt's og Debora Petronella Brandt's Sølvbryllup. Amsterdam, den 9. Mai 1869",yes
WOR024050,Reg002640,work,Paa Balletskolen den 18de Februar 1862 (Vise til et Teaterbal),yes
WOR024100,Reg003662,work,"»Paa Eventyrtræet groe Blomst og Frugt -« (Verslinier, dateret 5. Februar 1872, paa Grevinde Wanda Danneskiold-Samsøes Skærmbræt paa Holsteinborg)",yes
WOR024150,Reg000098,work,*»Paa Holsteinborg Juletræet staaer -« (26.12.1865),yes
WOR024200,Reg000099,work,*»Paa Jernbane Flugt -« (22.7.1851),yes
WOR024250,Reg000011,work,"*Paa Jurabjergene (»Hen ad Bjerge, gjennem Bjerge -«)",yes
WOR024300,Reg002643,work,Paa Nytaarsmorgen (»Du Evighedens Gaade -«),yes
WOR024350,Reg003663,work,»Paa Ungdommens friske Rosenblad -« (Vers-Vignet som Indledning til Robert Watt: »lgjennem Europa«),yes
WOR024400,Reg003664,work,"»Pandebeen, Øiesteen« o.s.v., en Sang for de Smaa",yes
WOR024450,Reg002701,work,Poesien,yes
WOR024500,Reg000012,work,"*Preussen (»Ja, Preussen var et deiligt Land -«) (Skyggebilleder)",yes
WOR024550,Reg003666,work,"»Program« (»Det er et Carnevale!«) [Prolog til Fastelavnsfesten hos Grosserer Melchior 16.2.1874, Fru Melchiors Fødsebdag]",yes
WOR024600,Reg003553,work,[Prolog til en Dilettantforestilling paa Basnæs 5.1.1865],yes
WOR024650,Reg003552,work,[Prolog til en Dilettantforestilling 14.3.1872 hos Godsejer Jacob Scavenius],yes
WOR024700,Reg003554,work,[Prolog til en Forestilling paa Hofteatret i det velgørende Selskab Fylla 9.3.1851],yes
WOR024750,Reg003555,work,[Prolog til første Concert i »Euterpe« 18.3.1865],yes
WOR024800,Reg003551,work,[Prolog til Tableauer over Ordet Farvel hos Melchiors 16.2.1865),yes
WOR024850,Reg003556,work,[Prolog ved Madam Rosa Prices Forestilling paa Hofteatret 4.6.1851],yes
WOR024900,Reg002746,work,Psalme (»Jeg har en Angst som aldrig før -«).,yes
WOR024950,Reg002764,work,Rabbi Meyer,yes
WOR025000,Reg000100,work,"*»Regnen rusker, Himlen er graae -« (Skyggebilleder)",yes
WOR025050,Reg002807,work,Riimbrev til den lille Thea Melchior (18.10.1866),yes
WOR025100,Reg003557,work,[Rimbrev til J. L. Heiberg 16.2.1841],yes
WOR025150,Reg002811,work,Risens Datter,yes
WOR025200,Reg002823,work,Rolighed,yes
WOR025250,Reg000101,work,*»Saa snart Du lukker Bogen op -« (Dedikation til Elisabeth Holstein 10.12.1865),yes
WOR025300,Reg000102,work,*»Saa søndagsfestlig hele Landet staaer -« (I Fru Cornelia Schlegels Stambog 16.6.1847),yes
WOR025350,Reg002937,work,Sang for de danske Kunstnere. [Sunget ved Festen paa Kunstakademiet 31.3.1860]. (Ogsaa med Titel: Det Skjønne. Sang for de unge Kunstnere),yes
WOR025400,Reg002938,work,Sang i Kirken ved Herr Emil Hartmanns og Frøken Bolette Puggaards Bryllup 4.11.1864,yes
WOR025450,Reg002939,work,Sang i Rom til Kongens Skaal 28. Januar 1833,yes
WOR025500,Reg002940,work,Sang paa Sølvbryllupsfesten den 24. October 1858. [Augusta Petzholdt og Gottlieb Collin],yes
WOR025550,Reg002944,work,Sang til de Danskes Fest i London i Anledning af Prinsesse Alexandras Formæling 1863,yes
WOR025600,Reg003558,work,[Sang til Edvard og Henriette Collins Sølvbryllup 10.8.1861,yes
WOR025650,Reg003559,work,[Sang til F. Meldahls Bryllup 9.6.1860),yes
WOR025700,Reg002941,work,Sang til Frøken Pauline Brøndums og Hr. Nicolai Ørsteds Bryllup den 2den September 1863,yes
WOR025750,Reg002942,work,Sang til Grevinde Marie Elisabeth Moltkes Fødselsdag 1. August 1842,yes
WOR025800,Reg003560,work,[Sang til Grevinde Marie Elisabeth Moltkes Fødselsdag 1. August 1850],yes
WOR025850,Reg003561,work,[Sang til Jonas Collins Fødselsdag 6.1.1861],yes
WOR025900,Reg002943,work,Sang til Landsoldaten ved Festen paa Glorup den 7de Juli 1851,yes
WOR025950,Reg003562,work,[Sang til Maleren A. Dauzatz' Fødselsdag 15.7.1846],yes
WOR026000,Reg003563,work,[Sang til Stella Boyes og Lars Sembs Bryllup 22.7.1851],yes
WOR026050,Reg002945,work,"Sang ved Afsløringen af Mindestøtten paa Holsteinborg, den 18de October 1870",yes
WOR026100,Reg002946,work,"Sang ved Conferentsraad, Politichef Bræstrups Halvhundredaarige Jubilæum den 17. December 1860",yes
WOR026150,Reg002947,work,"Sang ved Femogtyveaars-Festen for Borgerrepræsentant N. F. Bonnesen og Raadmand B. Petersen, den 24de Februar 1867",yes
WOR026200,Reg002948,work,Sang ved Frøken Lucia Scavenius's og Hr. Carl Castenschiolds Bryllup paa Basnæs den 26de October 1867,yes
WOR026250,Reg002949,work,Sang ved Herr Grosserer I. B. Melchiors Og Frøken Johanne Melchiors Bryllup den 3die Marts 1867,yes
WOR026300,Reg002950,work,Sang ved Herr Lauritz Eckardt's og Frøken Josephine Thorherg's Bryllup den 17de Juni 1863,yes
WOR026350,Reg002951,work,Sang ved Hr. Pastor O. C. Kahrs's og Frøken A. de Neergaards Bryllup den 11. Juli 1862,yes
WOR026400,Reg002952,work,"Sang ved Sølvbryllupsfesten den 10. Februar 1872 (Hofjuvelerer Anton Michelsen og Ida, f. Hansen]",yes
WOR026450,Reg000103,work,*»See de andre unge Ørne flyve -«,yes
WOR026500,Reg000104,work,*»See der et glødende Hjerte staae -« (31.8.1844),yes
WOR026550,Reg003668,work,»See Myrten bliver Sølv saa underfuld -« (Augustenborg 18.9.1844),yes
WOR026600,Reg000672,work,Den 26de Mai 1867 [Kong Christian IX.s og Dronning Louises Sølvbryllup),yes
WOR026650,Reg003009,work,Siælen,yes
WOR026700,Reg003017,work,"Skandinavisk Sang, Paris 3.4.1843",yes
WOR026750,Reg000105,work,"*»Slaae ei i Vrag, / Men tag til Takke -« (l Fritze-Wanda Holsteins Navn med en Bakke til Marie Steenbuchs Fødselsdag 16.6.1874)",yes
WOR026800,Reg003041,work,Slutnings-Sang. Den 16. Februar 1865 (Fru Dorothea Melchiors Fødselsdag) (»»Farvel!« i Billedrække -«),yes
WOR026850,Reg003045,work,"Smaavers (I. Paa Livs-Sejladsen er Gud det Fyr. - II. Til den, det rammer. - III. Norge)",yes
WOR026900,Reg003672,work,»Sneestormen generer -« (Til Adolph Drewsens Fødselsdag 19.2.1867),yes
WOR026950,Reg003049,work,"Snegle-Spyt (»Den vaade, sorte Snegl ved Rosen sad-«)",yes
WOR027000,Reg000106,work,"*»Snorlige Gader, Palai ved Palai -« (Skyggebilleder)",yes
WOR027050,Reg003055,work,Soldaten,yes
WOR027100,Reg000107,work,*»Som naar en Stjerne opgaaer i vor Nat -« (I Gustave Cazalis' Stambog 11.7.1846),yes
WOR027150,Reg000013,work,"*Sonnet ved Fyrstinde Borgheses og hendes tre Børns Død. (Efter Fiorentini). Rom, den 1ste Januar 1841. (Oversættelse)",yes
WOR027200,Reg003080,work,Spillemanden,yes
WOR027250,Reg003675,work,»Spørg Amagermo'er«,yes
WOR027300,Reg000108,work,"*»Staar jeg kun skreven i dit Bryst, Veninde -« (I Stine Pedersens Stambog 11.4.1826)",yes
WOR027350,Reg001121,work,En Stemning (»Jeg Guds Verden har seet -«),yes
WOR027400,Reg001120,work,En Stemning (Symphoni uden Ord),yes
WOR027450,Reg001122,work,En Stemning (»Tanker flyve fra Sjælen -«),yes
WOR027500,Reg000109,work,*»Storke Steie høit i Reden -« (Sang til Maria Moltkes Fødselsdag 23.7.1842),yes
WOR027550,Reg003114,work,Stormfloden (Den 13de November 1872),yes
WOR027600,Reg003121,work,Studenten fra Lund,yes
WOR027650,Reg000670,work,Den 17de October 1849 (Sang til Josepha og Ferdinand Tuteins Sølvbryllup),yes
