collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Sachsen-Weimar-Eisenach,"Carl August, Stor­ hertug af —",1758,1828,surname_year_mismatch,16,Reg0109520;Reg0109530;Reg0109540;Reg0109550;Reg0109560;Reg0109570;Reg0109580;Reg0109590;Reg0109600;Reg0109610;Reg0109620;Reg0109630;Reg0109640;Reg0109650;Reg0109660;Reg0109670,"Sachsen-Weimar-Eisenach, Anna, Prinsesse af – (1828–1864) | Sachsen-Weimar-Eisenach, Anna Amalie, Hertuginde af –, f. Prinsesse af Braunschweig (1739–1807) | Sachsen-Weimar-Eisenach, Auguste, Prinsesse af –, f. Prinsesse af Wiirttemberg (1825–1898) | Sachsen-Weimar-Eisenach, Bernhard, Prins af – (1792–1862) | Sachsen-Weimar-Eisenach, Carl Alexander, Arvestorhertug af – (1818–1901) | Sachsen-Weimar-Eisenach, Carl August, Storhertug af – (1757–1828) | Sachsen-Weimar-Eisenach, Carl August, Prins af – (1844–1894) | Sachsen-Weimar-Eisenach, Carl Friedrich, Storhertug af – (1783–1853) | Sachsen-Weimar-Eisenach, Eduard, Prins af – (1823–1902) | Sachsen-Weimar-Eisenach, Hermann, Prins af – (1825–1901) | Sachsen-Weimar-Eisenach, Ida, Prinsesse ai –, f. Prinsesse af Sachsen-Meiningen (1794–1852) | Sachsen-Weimar-Eisenach, Luise, Storhertuginde af –, f. Prinsesse af Hessen-Darmstadt (1757–1830) | Sachsen-Weimar-Eisenach, Maria Pavlovna, Storhertuginde af –, f. Storfyrstinde af Rusland (1786–1859) | Sachsen-Weimar-Eisenach, Marie Alexandrine, Prinsesse af – (1849–1922) | Sachsen-Weimar-Eisenach, Sophie, Arvestorhertuginde af –, f. Prinsesse af Nederlandene (1824–1897) | Sachsen-Weimar-Eisenach, Sophie, Prinsesse af – (1851–1859)"
Sachsen-Weimar-Eisenach,"Carl August, Prins af —",1844,1894,exact,1,Reg0109580,"Sachsen-Weimar-Eisenach, Carl August, Prins af – (1844–1894)"
Sachsen-Weimar-Eisenach,"Elisabeth, Prin­ sesse af —",1854,1908,surname_year_mismatch,16,Reg0109520;Reg0109530;Reg0109540;Reg0109550;Reg0109560;Reg0109570;Reg0109580;Reg0109590;Reg0109600;Reg0109610;Reg0109620;Reg0109630;Reg0109640;Reg0109650;Reg0109660;Reg0109670,"Sachsen-Weimar-Eisenach, Anna, Prinsesse af – (1828–1864) | Sachsen-Weimar-Eisenach, Anna Amalie, Hertuginde af –, f. Prinsesse af Braunschweig (1739–1807) | Sachsen-Weimar-Eisenach, Auguste, Prinsesse af –, f. Prinsesse af Wiirttemberg (1825–1898) | Sachsen-Weimar-Eisenach, Bernhard, Prins af – (1792–1862) | Sachsen-Weimar-Eisenach, Carl Alexander, Arvestorhertug af – (1818–1901) | Sachsen-Weimar-Eisenach, Carl August, Storhertug af – (1757–1828) | Sachsen-Weimar-Eisenach, Carl August, Prins af – (1844–1894) | Sachsen-Weimar-Eisenach, Carl Friedrich, Storhertug af – (1783–1853) | Sachsen-Weimar-Eisenach, Eduard, Prins af – (1823–1902) | Sachsen-Weimar-Eisenach, Hermann, Prins af – (1825–1901) | Sachsen-Weimar-Eisenach, Ida, Prinsesse ai –, f. Prinsesse af Sachsen-Meiningen (1794–1852) | Sachsen-Weimar-Eisenach, Luise, Storhertuginde af –, f. Prinsesse af Hessen-Darmstadt (1757–1830) | Sachsen-Weimar-Eisenach, Maria Pavlovna, Storhertuginde af –, f. Storfyrstinde af Rusland (1786–1859) | Sachsen-Weimar-Eisenach, Marie Alexandrine, Prinsesse af – (1849–1922) | Sachsen-Weimar-Eisenach, Sophie, Arvestorhertuginde af –, f. Prinsesse af Nederlandene (1824–1897) | Sachsen-Weimar-Eisenach, Sophie, Prinsesse af – (1851–1859)"
Sachsen-Weimar-Eisenach,"Sophie, Arvestor- hertuginde af —, f. Prinsesse af Holland",1824,1897,exact,1,Reg0109660,"Sachsen-Weimar-Eisenach, Sophie, Arvestorhertuginde af –, f. Prinsesse af Nederlandene (1824–1897)"
Sachsen-Weimar-Eisenach,"Sophie, Prinsesse af —",1851,1859,exact,1,Reg0109670,"Sachsen-Weimar-Eisenach, Sophie, Prinsesse af – (1851–1859)"
Sager,Hans Carl,1808,1885,exact,1,Reg0109700,"Sager, Hans Carl (1808–1885)"
Saint-Aubain,A. N. de,1798,1865,exact,1,Reg0109730,"Saint-Aubain, A. N. de (1798–1865)"
Saint-Aubain,Anton de,1804,1850,exact,1,Reg0109740,"Saint-Aubain, Anton de (1804–1850)"
Saint-Aubain,Cai de,1843,1925,surname_year_mismatch,2,Reg0109730;Reg0109740,"Saint-Aubain, A. N. de (1798–1865) | Saint-Aubain, Anton de (1804–1850)"
Sally,Henning,1808,1865,exact,1,Reg0109850,"Sally, Henning (1808–1865)"
Salomonsen,"Frederikke, f. Abrahamson",1823,1896,exact,1,Reg0110110,"Salomonsen, Frederikke, f. Abrahamson (1823–1896)"
Saltza,"Edvard Fredrik v., Greve",1775,1859,exact,1,Reg0110220,"Saltza, Edvard Fredrik von, Greve (1775–1859)"
Sandeau,Jules,1811,1883,exact,1,Reg0110320,"Sandeau, Jules (1811–1883)"
Sander,Christian,1756,1819,surname_year_mismatch,1,Reg0110330,"Sander, Johann Heinrich (1810–1865)"
Sauvage,Thomas,1794,1877,exact,1,Reg0110650,"Sauvage, Thomas (1794–1877)"
Savigny,Carl Friedrich v.,1814,1875,exact,1,Reg0110670,"Savigny, Karl Friedrich von (1814–1875)"
Saxtorph,Hans Christian,1813,1875,exact,1,Reg0110790,"Saxtorph, Hans Christian (1813–1875)"
Aagaard,"g. 1870 m. Matthias S. IV, 135. V, 410. Saxtorph, Matthias",1822,1900,surname_only,1,Reg0030030,Aagaard
Scavenius,Lucie,1844,1920,ambiguous,2,Reg0110980;Reg0110990,"Scavenius, Louise Sophie, f. Castonier (1844–1920) | Scavenius, Lucie (1844–1920)"
Scavenius,Otto,1849,1913,exact,1,Reg0111010,"Scavenius, Otto (1849–1913)"
Schall,"Anna Margrethe, f. Schleuther",1775,1852,exact,1,Reg0111190,"Schall, Margrethe, f. Schleuther (1775–1852)"
Schall,Claus,1757,1835,exact,1,Reg0111170,"Schall, Claus (1757–1835)"
Schandorph,Sophus,1836,1901,exact,1,Reg0111210,"Schandorph, Sophus (1836–1901)"
Scharff,Harald,1836,1912,exact,1,Reg0111240,"Scharff, Harald (1836–1912)"
Scharling,Henrik,1836,1920,exact,1,Reg0111320,"Scharling, Henrik (1836–1920)"
Scheel,Hanne Magdalene,1811,1870,surname_only,2,Reg0111500;Reg0111510,Scheel | Scheel
Scheel,Henrik,1797,1865,exact,1,Reg0111570,"Scheel, Henrik (1797–1865)"
Scheel,"Siegfried, Greve",1806,1881,exact,1,Reg0111600,"Scheel, Siegfried, Greve (1806–1881)"
Scheel-Plessen,"Augusta Aurora, Grevinde, f. Komtesse Lewenhaupt",1830,1902,surname_only,1,Reg0111640,"Scheel-Plessen, se også: Piessen."
Scheel-Plessen,"Carl, Baron, senere Greve",1811,1892,surname_only,1,Reg0111640,"Scheel-Plessen, se også: Piessen."
Scheel-Plessen,"W. H. B., Greve",1809,1876,exact,1,Reg0111650,"Scheel-Plessen, Wulff, Lensgreve (1809–1876)"
Scheele,L. N. v.,1796,1874,exact,1,Reg0111680,"Scheele, L. N. (1796–1874)"
Scheltema,Carel Steven Adama van,1815,1897,surname_only,1,Reg0111790,"Scheltema, Carel Steven Adama van, se: Adama van Scheltema, G. S."
Schieck,"Frue, tysk Autografsamlerske III, 14. Schierbeck, Herman",1833,1912,none,0,,
Schiern,Frederik,1816,1882,exact,1,Reg0111950,"Schiern, Frederik (1816–1882)"
Schilden,"Sophie Magdalene v., f. Komtesse Rantzau-Breitenburg",1766,1849,surname_only,1,Reg0111970,"Schilden, se: Friccius von Schilden og Oppen-Schilden."
Schiller,"Charlotte v., f. v. Lengefeld",1766,1826,exact,1,Reg0111990,"Schiller, Charlotte von, f. von Lengefeld (1766–1826)"
Schiller,Fr. v.,1759,1805,exact,1,Reg0112000,"Schiller, Friedrich von (1759–1805)"
Schiødte,J. C.,1815,1884,exact,1,Reg0112160,"Schiødte, J. C. (1815–1884)"
Schiøtt,M. J.,1800,1866,surname_year_mismatch,2,Reg0112170;Reg0112180,"Schiøtt, Charlotte Ophelia, f. Richter (1809–1896) | Schiøtt, Frederik (1798–1861)"
Schlegel,C. F. A.,1809,1878,exact,1,Reg0112250,"Schlegel, Carl Frederik Adolph (1809–1878)"
Schlegel,Hermann,1804,1884,exact,1,Reg0112280,"Schlegel, Hermann (1804–1884)"
Schleiden,Matthias Jakob,1804,1881,none,0,,
Schleisner,Christian,1810,1882,surname_year_mismatch,1,Reg0112320,"Schleisner, Julie Jacobine, f. Bastrup (1814–1898)"
Schleppegrell,Christiane Charlotte Louise v.,1774,1841,surname_year_mismatch,2,Reg0112330;Reg0112340,"Schleppegrell, F. A. (1792–1850) | Schleppegrell, F. A. d. Y. (1838–1905)"
Schley,Ludolph,1798,1859,exact,1,Reg0112400,"Schley, Ludolph (1798–1859)"
Schleyer,Caspar Fr.,1766,1834,none,0,,
Schmettau,"Wilhelmine, Rigsgrevinde, f. Ste- mann",1780,1865,surname_year_mismatch,3,Reg0112540;Reg0112550;Reg0112560,"Schmettau, Alexander Wilhelm, Rigsgreve (1807–1891) | Schmettau, Christian Ludvig Leopold von, Rigsgreve (1806–1878) | Schmettau, Eleonore Dorothea Elisabeth, Rigsgrevinde (1802–1874)"
Baer,Heinrich,1801,1874,none,0,,
Schmidt,Chr.,1822,1865,ambiguous,2,Reg0112720;Reg0112850,"Schmidt, Christian (1822–1865) | Schmidt, Thora, f. Sønderskou (1822–1909)"
Schneider,Hortense,1838,1920,exact,1,Reg0112970,"Schneider, Hortense (1838–1920)"
Schneider,J. L.,1809,1870,exact,1,Reg0112980,"Schneider, Johan Ludvig (1809–1870)"
Schou,Halvor,1823,1879,exact,1,Reg0113310,"Schou, Halvor (1823–1879)"
Schouboe,Dorothea,1774,1844,surname_year_mismatch,1,Reg0113360,"Schouboe, Julie de (1813–1911)"
Schoultz,Johanna v.,1813,1863,exact,1,Reg0113380,"Schoultz, Johanna von (1813–1863)"
Ascheraden,"August Ludwig v., Friherre",1792,1859,none,0,,
Teater,"senere g. Dahl IV, 298. V, 471. Schouw, J. F.",1789,1852,none,0,,
Schouw,"Susette, f. Dalgas",1798,1844,surname_only,1,Reg0113490,Schouw
Schrøder,"Charlotte, f. Westenberg",1786,1868,exact,1,Reg0113630,"Schrøder, Charlotte, f. Westenberg (1786–1868)"
Schroder,Johan Henrik,1791,1857,exact,1,Reg0113640,"Schröder, Johan Henrik (1791–1857)"
Schubert,Franz,1797,1828,exact,1,Reg0113720,"Schubert, Franz (1797–1828)"
Schultz,Chr. W. C.,1833,1909,exact,1,Reg0113860,"Schultz, Chr. Wilh. Carl (1833–1909)"
Schultz,Jens Nicolai Hostrup,1782,1849,surname_only,2,Reg0113830;Reg0113850,"Schultz, Frue | Schultz, Adolph Ludvig Gustav Philip (død 1845, 31 år gl.)"
Schumann,"Clara, f. Wieck",1819,1896,exact,1,Reg0114070,"Schumann, Clara, f. Wieck (1819–1896)"
Schwartsen,Julius,1802,1875,none,0,,
Schwartz,Athalia,1821,1871,exact,1,Reg0114200,"Schwartz, Athalia (1821–1871)"
Schwartz,"Marie Esperance v., f. Brandt",1818,1899,exact,1,Reg0114230,"Schwartz, Marie Esperance von, f. Brandt (1818–1899)"
Schwartzkopf,C. F.,1817,1893,exact,1,Reg0114260,"Schwartzkopf, C. F. (1817–1893)"
Schweigaard,A. M.,1808,1870,exact,1,Reg0114300,"Schweigaard, A. M. (1808–1870)"
Schweigaard,"Caroline, f. Homann",1814,1870,surname_year_mismatch,1,Reg0114300,"Schweigaard, A. M. (1808–1870)"
Schønberg,J. J. A. v.,1782,1841,exact,1,Reg0114510,"Schønberg, Jørgen Johan Albrecht (1782–1841)"
Schønberg,Karl,1832,1908,exact,1,Reg0114520,"Schønberg, Karl (1832–1908)"
Schønheyder,J. F. G.,1773,1850,surname_year_mismatch,4,Reg0114550;Reg0114560;Reg0114570;Reg0114580,"Schønheyder, C. W. (1820–1897) | Schønheyder, Carl Christian (1800–1830) | Schønheyder, Fr. August (1801–1872) | Schønheyder, Gottlieb (1831–1871)"
Scott,Sir Walter,1771,1832,exact,1,Reg0114610,"Scott, Sir Walter (1771–1832)"
Scribe,E.,1791,1861,exact,1,Reg0114620,"Scribe, E. (1791–1861)"
Scudder,Horace,1838,1902,exact,1,Reg0114630,"Scudder, Horace E. (1838–1902)"
Seebach,Marie,1834,1897,exact,1,Reg0114700,"Seebach, Marie (1834–1897)"
Seemann,Corfitz,1800,1875,exact,1,Reg0114740,"Seemann, Corfitz (1800–1875)"
Sehested,Anders,1784,1819,surname_year_mismatch,6,Reg0114770;Reg0114780;Reg0114790;Reg0114800;Reg0114810;Reg0114820,"Sehested, Charlotte Christine, f. Linde (1819–1894) | Sehested, Fr. (1813–1882) | Sehested, Frederik Johan (1818–1899) | Sehested, Hannibal (1609–1666) | Sehested, Hannibal (1820–1900) | Sehested, Julius (1806–1879)"
Sehested,"Charlotte Christine, f. Linde",1819,1894,exact,1,Reg0114770,"Sehested, Charlotte Christine, f. Linde (1819–1894)"
Sehested,"Edel Marie, f. Kjær",1789,1839,surname_year_mismatch,6,Reg0114770;Reg0114780;Reg0114790;Reg0114800;Reg0114810;Reg0114820,"Sehested, Charlotte Christine, f. Linde (1819–1894) | Sehested, Fr. (1813–1882) | Sehested, Frederik Johan (1818–1899) | Sehested, Hannibal (1609–1666) | Sehested, Hannibal (1820–1900) | Sehested, Julius (1806–1879)"
Sehested,Frederik,1813,1882,exact,1,Reg0114780,"Sehested, Fr. (1813–1882)"
Seidl,Johann Gabriel,1804,1875,exact,1,Reg0114870,"Seidl, Johann Gabriel (1804–1875)"
Selchau,"Christiane Annette, f. v. Herbst",1805,1856,none,0,,
Jakobi,"Køge I, 113. V, 28. Selmer, Harald",1814,1879,none,0,,
Semb,Johanne,1854,1901,exact,1,Reg0114940,"Semb, Johanne (1854–1901)"
Semb,Lars,1822,1891,exact,1,Reg0114950,"Semb, Lars (1822–1891)"
Semb,"Stella, f. Boye",1824,1927,exact,1,Reg0114960,"Semb, Stella, f. Boye (1824–1927)"
Serre,Friedrich Anton,1789,1863,exact,1,Reg0115060,"Serre, Friedrich Anton (1789–1863)"
Sevel,Peter,1797,1861,none,0,,
Shakespeare,William,1564,1616,exact,1,Reg0115100,"Shakespeare, William (1564–1616)"
Sibbern,F. C.,1785,1872,exact,1,Reg0115130,"Sibbern, F. C. (1785–1872)"
Siboni,Giuseppe,1780,1839,exact,1,Reg0115170,"Siboni, Giuseppe (1780–1839)"
Sick,C. E.,1826,1864,exact,1,Reg0115190,"Sick, C. E. (1826–1864)"
Sick,Julius,1815,1884,exact,1,Reg0115210,"Sick, Julius (1815–1884)"
Siebold,Karl Theodor Ernst v.,1804,1885,exact,1,Reg0115300,"Siebold, Karl Theodor Ernst von (1804–1885)"
Simonsen,A. E.,1809,1876,exact,1,Reg0115520,"Simonsen, A. E. (1809–1876)"
Simonsen,Niels,1807,1885,exact,1,Reg0115580,"Simonsen, Niels (1807–1885)"
Simrock,Karl,1802,1876,exact,1,Reg0115690,"Simrock, Karl (1802–1876)"
Skau,Laurids,1817,1864,exact,1,Reg0115770,"Skau, Laurids (1817–1864)"
Skotland,"Mary Stuart, Dronning af —",1542,1587,exact,1,Reg0115840,"Skotland, Mary Stuart, Dronning af – (1542–1587)"
Skovgaard,"Georgia, f. Schouw",1828,1868,exact,1,Reg0115880,"Skovgaard, Georgia, f. Schouw (1828–1868)"
Schouw,"g. 1851 m. P. C. S. IV, 66. V, 390. Skovgaard, P. C.",1817,1875,surname_only,1,Reg0113490,Schouw
Skrike,Adolph,1811,1891,exact,1,Reg0115940,"Skrike, Adolf (1811–1891)"
Smidt,Carl Christian,1799,1865,exact,1,Reg0115990,"Smidt, Carl Christian (1799–1865)"
Major,"senere Ju- stitsraad II, 197. V, 195. Smidt, Wilhelm",1801,1884,none,0,,
Smidth,Jens Fr.,1815,1890,exact,1,Reg0116060,"Smidth, Jens Frederik (1815–1890)"
Smidth,Peder Hersleb Classen,1809,1869,ambiguous,2,Reg0116040;Reg0116090,"Smidth, Anthon (1809–1868) | Smidth, Peder Hersleb Classen (1809–1869)"
Smidth,L. A.,1820,1906,surname_year_mismatch,6,Reg0116040;Reg0116050;Reg0116060;Reg0116070;Reg0116080;Reg0116090,"Smidth, Anthon (1809–1868) | Smidth, Betty, f. Christensen (1818–1892) | Smidth, Jens Frederik (1815–1890) | Smidth, Jens Kjørbo (1840–1900) | Smidth, Margrethe Kirstine (1844–1922) | Smidth, Peder Hersleb Classen (1809–1869)"
Sohlman,August,1824,1874,exact,1,Reg0116330,"Sohlman, August (1824–1874)"
Sommer,Frederik L. F.,1813,1878,exact,1,Reg0116460,"Sommer, Frederik Laurentius Fiedler (1813–1878)"
Sommer,"Mary, f. Gumpel",1834,1909,exact,1,Reg0116500,"Sommer, Mary, f. Gümpel (1834–1909)"
Sommer,Otto Schack,1822,1906,exact,1,Reg0116510,"Sommer, Otto Schack (1822–1906)"
Sonne,Edvard,1804,1878,exact,1,Reg0116550,"Sonne, Edvard (1804–1878)"
Sonne,J.V.,1801,1890,exact,1,Reg0116560,"Sonne, J. V. (1801–1890)"
Spanien,"Isabella II, Dronning af—",1830,1904,exact,1,Reg0116870,"Spanien, Isabella II, Dronning af – (1830–1904)"
Speckter,Otto,1807,1871,exact,1,Reg0116970,"Speckter, Otto (1807–1871)"
Spohr,Ludwig,1784,1859,exact,1,Reg0117040,"Spohr, Ludwig (1784–1859)"
Späth,Carl v.,1779,1865,exact,1,Reg0117210,"Späth, Carl von (1779–1865)"
Staffeldt,A. W. Schack v.,1769,1826,surname_year_mismatch,1,Reg0117370,"Staffeldt, Johannes von (1806–1849)"
Stage,"Augusta, f. Koefoed",1816,1894,surname_year_mismatch,3,Reg0117380;Reg0117390;Reg0117400,"Stage, Georg G. (1839–1930) | Stage, Gottlob (1791–1845) | Stage, Marie, f. Sauerländer (1846–1888)"
Stage,Georg G.,1839,1930,exact,1,Reg0117380,"Stage, Georg G. (1839–1930)"
Stage,Gottlob,1791,1845,exact,1,Reg0117390,"Stage, Gottlob (1791–1845)"
Stahr,Adolf,1805,1876,exact,1,Reg0117450,"Stahr, Adolf (1805–1876)"
Stampe,"Astrid, Baronesse",1852,1930,exact,1,Reg0117540,"Stampe, Astrid, Baronesse (1852–1930)"
Stampe,"Carl, Baron",1806,1880,exact,1,Reg0117550,"Stampe, Carl, Baron (1806–1880)"
Stampe,"Christian, Baron",1831,1897,exact,1,Reg0117560,"Stampe, Christian, Baron (1831–1897)"
Stampe,"Christine, Lensbaronesse, f. Dalgas",1797,1868,exact,1,Reg0117570,"Stampe, Christine, Baronesse, f. Dalgas (1797–1868)"
Stampe,"Elise, Baronesse",1824,1883,exact,1,Reg0117580,"Stampe, Elise, Baronesse (1824–1883)"
Stampe,"Hendrik, Lensbaron",1794,1876,exact,1,Reg0117590,"Stampe, Hendrik, Baron (1794–1876)"
Stampe,"Henrik, Baron",1821,1892,exact,1,Reg0117600,"Stampe, Henrik, Baron (1821–1892)"
Stampe,"Holger, Baron",1822,1904,exact,1,Reg0117610,"Stampe, Holger, Baron (1822–1904)"
Stampe,"Jeanina, Baronesse",1833,1861,exact,1,Reg0117630,"Stampe, Jeanina, Baronesse (1833–1861)"
Stampe,"Jeanina, Baronesse",1861,1911,exact,1,Reg0117640,"Stampe, Jeanina, Baronesse (1861–1911)"
Stampe,"Jonna, Baronesse, f. Drewsen",1827,1878,exact,1,Reg0117650,"Stampe, Jonna, Baronesse, f. Drewsen (1827–1878)"
Stampe,"Rigmor, Baronesse",1850,1923,exact,1,Reg0117680,"Stampe, Rigmor, Baronesse (1850–1923)"
Stang,Fredrik,1808,1884,exact,1,Reg0117710,"Stang, Fredrik (1808–1884)"
Stanley,"Edward Geoffroy Smith, Lord",1799,1869,surname_year_mismatch,3,Reg0117750;Reg0117760;Reg0117770,"Stanley, Edward John, Lord (1850 Baron Stanley of Alderley) (1802–1869) | Stanley, Henriette Maria, Lady, f. Dillon (1807–1895) | Stanley, Sir Henry Morton (1841–1904)"
Stedingk,"Eugen Fredrik Oskar Ludvig v., Friherre",1825,1871,exact,1,Reg0117800,"Stedingk, Eugen Fredrik Oskar Ludvig von, Friherre (1825–1871)"
Steenbuch,Hans Thomas Mathias,1811,1875,exact,1,Reg0117850,"Steenbuch, Hans Thomas Mathias (1811–1875)"
Steffensen,Karl,1816,1888,exact,1,Reg0117990,"Steffensen, Karl (1816–1888)"
Steinheim,SalomonLevi,1789,1866,exact,1,Reg0118070,"Steinheim, Salomon Levi (1789–1866)"
Stolpe,Hjalmar,1841,1905,exact,1,Reg0118610,"Stolpe, Hjalmar (1841–1905)"
Stramboe,Fr. Chr.,1833,1908,exact,1,Reg0118900,"Stramboe, Frederik Christian (1833–1908)"
Strandberg,Olof,1816,1882,exact,1,Reg0118940,"Strandberg, Olof (1816–1882)"
Strauss,Johann d. Æ.,1804,1849,exact,1,Reg0119000,"Strauss, Johann d.Æ. (1804–1849)"
Streckfuss,Karl,1778,1844,exact,1,Reg0119020,"Streckfuss, Karl (1778–1844)"
Streit,"Hotelejer i Hamburg II, 35. V, 130. Stricker, Charles Ludvig",1798,,none,0,,
Stub,Ambrosius,1705,1758,exact,1,Reg0119160,"Stub, Ambrosius (1705–1758)"
Studsgaard,C. L.,1830,1899,exact,1,Reg0119170,"Studsgaard, C. L. (1830–1899)"
Stürmer,"Bartholomäus v., Greve",1787,1863,exact,1,Reg0119260,"Stürmer, Bartholomäus von, Greve (1787–1863)"
Suell,"Eva, f. Håkansson",1804,1884,exact,1,Reg0119340,"Suell, Eva, f. Håkansson (1804–1884)"
Suenson,Magnus,1802,1856,exact,1,Reg0119360,"Suenson, Magnus (1802–1856)"
Suenson,Minna,1846,1930,surname_year_mismatch,4,Reg0119350;Reg0119360;Reg0119370;Reg0119380,"Suenson, Edouard (1805–1887) | Suenson, Magnus (1802–1856) | Suenson, Ottilia, f. Uldall (1816–1872) | Suenson, Otto F. (1810–1888)"
Suenson,Otto,1810,1888,exact,1,Reg0119380,"Suenson, Otto F. (1810–1888)"
Suhr,J. E.,1779,1860,surname_year_mismatch,7,Reg0119420;Reg0119430;Reg0119440;Reg0119450;Reg0119460;Reg0119470;Reg0119480,"Suhr, Caroline (1850–1889) | Suhr, Ida Marie, f. Bech (1825–1897) | Suhr, Ida Marie (1853–1938) | Suhr, Johannes Theodor (1842–1888) | Suhr, Ole Berendt (1789–1858) | Suhr, Ole Berendt (1813–1875) | Suhr, Sofie (1851–1882)"
Suhr,Ole Berendt,1789,1858,exact,1,Reg0119460,"Suhr, Ole Berendt (1789–1858)"
Suhr,Ole Bernt,1813,1875,exact,1,Reg0119470,"Suhr, Ole Berendt (1813–1875)"
Swane,Hans Jørgen,1821,1903,exact,1,Reg0120140,"Swane, Jørgen (1821–1903)"
Swane,"Magdalena, f. Bruun",1827,1909,exact,1,Reg0120160,"Swane, Magdalena, f. Bruun (1827–1909)"
Swane,Peter Daniel,1852,1929,exact,1,Reg0120170,"Swane, Peter Daniel (1852–1929)"
Sverrig,"Christina, Dronning af —",1626,1689,exact,1,Reg0119720,"Sverrig, Christina, Dronning af – (1626–1689)"
Sverrig,"Gustaf III, Konge af —",1746,1792,ambiguous,2,Reg0119790;Reg0120080,"Sverrig, Gustaf III, Konge af – (1746–1792) | Sverrig, Sophie Magdalene, Dronning af –, f. Prinsesse af Danmark (1746–1813)"
Sverrig-Norge,"Gustaf, Prins af —",1827,1852,exact,1,Reg0119810,"Sverrig-Norge, Gustaf, Prins af – (1827–1852)"
Sverrig-Norge,"Josefina, Dronning af —, f. Prinsesse af Leuchtenberg",1808,1876,exact,1,Reg0119860,"Sverrig-Norge, Josefina, Kronprinsesse af –, f. Prinsesse af Leuchtenberg (1808–1876)"
Sverrig-Norge,"Karl XIV Johan, Konge af—",1763,1844,exact,1,Reg0119910,"Sverrig-Norge, Karl XIV Johan (f. Jean Baptiste Bernadotte), Konge af – (1763–1844)"
Sverrig-Norge,"Lovisa, Dronning af —, f. Prinsesse af Holland",1828,1871,exact,1,Reg0119970,"Sverrig-Norge, Lovisa, Dronning af –, f. Prinsesse af Nederlandene (1828–1871)"
Sverrig-Norge,"Oscar I, Konge af —",1799,1859,exact,1,Reg0120040,"Sverrig-Norge, Oscar (I), Kronprins af – (1799–1859)"
Fredrik,Prins af —,1829,1907,none,0,,
Széchenyi,"Ludwig, Greve",1781,1855,exact,1,Reg0120290,"Széchenyi, Ludwig, Greve (1781–1855)"
Széchenyi,"Stephan, Greve",1791,1860,exact,1,Reg0120300,"Széchenyi, Stephan, Greve (1791–1860)"
Sødring,Rose,1850,1927,ambiguous,2,Reg0120390;Reg0120440,"Sødring, Edgar (1850–1888) | Sødring, Rose (1850–1927)"
Sønderup,Anna,1841,1870,exact,1,Reg0120510,"Sønderup, Anna (1841–1870)"
Tadolini,"Eugenia, f. Savorini",1809,,surname_only,1,Reg0120650,"Tadolini, Eugenia, f. Savonari (1809–efter 1851, dødsår ubekendt)"
Taglioni,Marie,1804,1884,exact,1,Reg0120660,"Taglioni, Marie (1804–1884)"
Tang,A. E. M.,1803,1868,exact,1,Reg0120770,"Tang, A. E. M. (1803–1868)"
Tang,Nelly,1841,1877,exact,1,Reg0120840,"Tang, Nelly (1841–1877)"
Taylor,Meta,1818,1885,exact,1,Reg0121090,"Taylor, Meta (1818–1885)"
Tegnér,Esaias,1782,1846,exact,1,Reg0121120,"Tegnér, Esaias (1782–1846)"
Thalberg,Sigismund,1812,1871,exact,1,Reg0121410,"Thalberg, Sigismund (1812–1871)"
Theodor,"se Collin, Theodor. Thestrup, Henriette, f. Redsted",1817,1895,surname_only,1,Reg0121500,"Theodor, se: Collin, Theodor."
Thestrup,Peter Mathias,1814,1856,exact,1,Reg0121570,"Thestrup, Peter Mathias (1814–1856)"
Thiele,"Hanne, f. Aagesen",1819,1892,exact,1,Reg0121610,"Thiele, Hanne, f. Aagesen (1819–1892)"
Thiele,J. M.,1795,1874,exact,1,Reg0121650,"Thiele, Just Mathias (1795–1874)"
Thiers,Louis Adolphe,1797,1877,none,0,,
Thoma,"Vært i Hotel Bellevue, Wildbad II, 259- Thomsen, C. J.",1788,1865,none,0,,
Thomsen,Grimur,1820,1896,exact,1,Reg0121810,"Thomsen, Grimur (1820–1896)"
Thomsen,Ove,1801,1862,exact,1,Reg0121850,"Thomsen, Ove (1801–1862)"
Thoresen,Marie,1834,1874,exact,1,Reg0122000,"Thoresen, Marie (1834–1874)"
Thorkilsen,Christen,1833,1881,exact,1,Reg0122010,"Thorkilsen, Christen (1833–1881)"
Thun-Hohenstein,"Joseph Matthias, Greve",1794,1868,exact,1,Reg0122230,"Thun-Hohenstein, Joseph Matthias, Greve (1794–1868)"
Thyberg,"Tybjerg. Tybjerg, Caroline, f. Oltmann",1837,1900,surname_only,1,Reg0122270,"Thyberg, Tybjerg."
Thyberg,Henrik,1776,1844,surname_only,1,Reg0122270,"Thyberg, Tybjerg."
Thyberg,"Oline, f. Falenkam",1781,1853,exact,1,Reg0122370,"Thyberg, Oline, f. Falenkam (1781–1853)"
Tichatschek,Joseph Aloys,1807,1886,exact,1,Reg0122430,"Tichatschek, Joseph Aloys (1807–1886)"
Tidemand,Adolph,1814,1876,exact,1,Reg0122470,"Tidemand, Adolph (1814–1876)"
Tieck,Ludwig,1773,1853,exact,1,Reg0122540,"Tieck, Ludwig (1773–1853)"
