collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Holck-Winterfeldt,"Christiane, Grevinde, f. Komtesse Danneskiold-Samsøe",1809,1873,exact,1,Reg0071530,"Holck-Winterfeldt, Christiane, Grevinde, f. Komtesse Danneskiold-Samsøe (1809–1873)"
Holck-Winterfeldt,"Gustav Christian, Greve",1802,1885,exact,1,Reg0071540,"Holck-Winterfeldt, Gustav, Greve (1802–1885)"
Holland,"Anna Pavlovna, Dronning af —, f. Storfyrstinde af Rusland",1795,1865,surname_only,1,Reg0071550,"Holland, se: Nederlandene."
Holland,"Sophie, Dronning af —, f. Prinsesse af Württemberg",1818,1877,surname_only,1,Reg0071550,"Holland, se: Nederlandene."
Holland,"Willem II, Konge af —",1792,1849,surname_only,1,Reg0071550,"Holland, se: Nederlandene."
Holland,"Willem III, Konge af —",1817,1890,surname_only,1,Reg0071550,"Holland, se: Nederlandene."
Holm,C. F.,1796,1879,exact,1,Reg0071670,"Holm, Chr. Fr. (1796–1879)"
Holmblad,Jacob,1839,1904,exact,1,Reg0071780,"Holmblad, Jacob (1839–1904)"
Holmblad,L. P.,1815,1890,exact,1,Reg0071790,"Holmblad, L. P. (1815–1890)"
Holmblad,Therese,1847,1923,surname_year_mismatch,3,Reg0071760;Reg0071780;Reg0071790,"Holmblad, Caroline Marie Elisabeth, f. Schack (1820–1899) | Holmblad, Jacob (1839–1904) | Holmblad, L. P. (1815–1890)"
Holst,"Amalia, f. Holm",1815,1894,exact,1,Reg0071910,"Holst, Amalie, f. Holm (1815–1894)"
Holst,"Elisabeth, f. Heger",1811,1891,ambiguous,2,Reg0071950;Reg0071990,"Holst, Elisabeth (Elise), f. Hegner (1811–1891) | Holst, H. P. (1811–1893)"
Holst,H. P.,1811,1893,ambiguous,2,Reg0071950;Reg0071990,"Holst, Elisabeth (Elise), f. Hegner (1811–1891) | Holst, H. P. (1811–1893)"
Holst,P. N. Møller,1784,1872,surname_only,4,Reg0071930;Reg0071960;Reg0071970;Reg0072010,"Holst, Carl | Holst, Emil | Holst, Emesta, se: Simonsen, Ernesta. | Holst, Marie"
Holst,Wilhelm,1807,1898,exact,1,Reg0072020,"Holst, Wilhelm (1807–1898)"
Holstein,"Bodild, Komtesse",1852,1927,exact,1,Reg0072060,"Holstein, Bodild, Komtesse (1852–1927)"
Holstein-Holsteinborg,"Christian Christoph, Greve",1856,1924,exact,1,Reg0072110,"Holstein (-Holsteinborg), Christian Christoph, Greve (1856–1924)"
Holstein,Frederik v.,1771,1853,exact,1,Reg0072150,"Holstein, Frederik Conrad von (1771–1853)"
Holstein-Holsteinborg,"Ludvig, Lensgreve",1815,1892,exact,1,Reg0072270,"Holstein-Holsteinborg, Ludvig, Lensgreve (1815–1892)"
Holstein-Holsteinborg,"Mimi, Lensgrevinde, f. Zahrtmann",1830,1876,surname_year_mismatch,2,Reg0072110;Reg0072270,"Holstein (-Holsteinborg), Christian Christoph, Greve (1856–1924) | Holstein-Holsteinborg, Ludvig, Lensgreve (1815–1892)"
Holstein,"Ulrik Adolph, Greve",1851,1883,exact,1,Reg0072320,"Holstein, Ulrik Adolph, Greve (1851–1883)"
Holstein,"Wilhelmine, Enkegrevinde, f. Kom­ tesse Reventlow",1788,1868,exact,1,Reg0072350,"Holstein, Wilhelmine, Enkegrevinde (1788–1868)"
Holsten-Gharisius,"Adam Christoffer, Baron",1793,1879,none,0,,
Holsten-Charisius,"Magdalene, Baronesse, f. Friccius v. Schilden",1799,1846,surname_year_mismatch,1,Reg0072430,"Holsten-C(h)arisius, Adam Christopher, Baron (1793–1879)"
Holtei,Karl v.,1798,1880,exact,1,Reg0072460,"Holtei, Karl von (1798–1880)"
Homer,"græsk Digter I, 232, 239. IV, 62. V, 483- Hoppe, Emil",1832,1861,none,0,,
Horneman,C. F. E.,1840,1906,exact,1,Reg0072940,"Horneman, G. F. E. (1840–1906)"
Hornemann,Charlotte Oline,1812,1859,exact,1,Reg0072960,"Hornemann, Charlotte (1812–1859)"
Hornemann,Emil,1810,1890,exact,1,Reg0072990,"Hornemann, Emil (1810–1890)"
Hornemann,Emilie,1806,1853,exact,1,Reg0073000,"Hornemann, Emilie (1806–1853)"
Hornemann,Johannes,1853,1871,exact,1,Reg0073050,"Hornemann, Johannes (1853–1871)"
Hornemann,J. W.,1770,1841,exact,1,Reg0073040,"Hornemann, J. W. (1770–1841)"
Hornemann,Marie,1823,1853,surname_only,1,Reg0072950,"Hornemann, Frøknerne"
Toldinspektør,"Justitsraad Claus W. H. I, 26. V, 8-9. Hornemann, Rose",1804,1889,none,0,,
Hornemann,Wilken,1816,1892,exact,1,Reg0073070,"Hornemann, Wilken (1816–1892)"
Hostrup,C.,1818,1892,exact,1,Reg0073250,"Hostrup, C. (1818–1892)"
Houriet,Jules,1782,1852,surname_only,2,Reg0073290;Reg0073300,"Houriet, Madame | Houriet, Mile"
Houriet,Rosalie,1784,1836,exact,1,Reg0073340,"Houriet, Rosalie (1784–1836)"
Howitt,"Mary, f. Botham",1799,1888,exact,1,Reg0073380,"Howitt, Mary, f. Botham (1799–1888)"
Hudtwalcker,Carl,1782,1854,exact,1,Reg0073430,"Hudtwalcker, Carl (1782–1854)"
Hugo,Victor,1802,1885,exact,1,Reg0073490,"Hugo, Victor (1802–1885)"
Hultmann,"Bertine Vilhelmine, f. Branserud",1825,1903,exact,1,Reg0073520,"Hultmann, Hansine Bertine Vilhelmine, f. Brans(e)ru(d) (1825–1903)"
Hunderup,"Cathrine, f. Lind",1802,1880,exact,1,Reg0073600,"Hunderup, Cathrine, f. Lind (1802–1880)"
Hunderup,Niels,1797,1853,exact,1,Reg0073610,"Hunderup, Niels (1797–1853)"
Hvid,Christoffer,1803,1872,exact,1,Reg0073870,"Hvid, Christoffer (1803–1872)"
Hvidt,Edvard J.,1806,1882,exact,1,Reg0073890,"Hvidt, Ed. J. (1806–1882)"
Grossthai,"Kasimir, Baron",1791,1865,none,0,,
Hyllested,F. W.,1825,1906,exact,1,Reg0074010,"Hyllested, F. W. (1825–1906)"
Hägg,J. A.,1850,1928,exact,1,Reg0074050,"Hägg, J. A. (1850–1928)"
Händel,Georg Friedrich,1685,1759,exact,1,Reg0074060,"Händel, G. F. (1685–1759)"
Hänschell,"Augusta, f. Besthorn",1830,1909,exact,1,Reg0074080,"Hänschell, Augusta, f. Besthorn (1830–1909)"
Härtel,Hermann,1803,1875,exact,1,Reg0074130,"Härtel, Hermann (1803–1875)"
Høedt,F. L.,1820,1885,exact,1,Reg0074150,"Høedt, F. L. (1820–1885)"
Høegh-Guldberg,"Anna Dorothea, f. v. Mun­ the af Morgenstjerne",1774,1866,exact,1,Reg0074170,"Høegh-Guldberg, Anna Dorothea, f. von Munthe af Morgenstierne (1774–1766)"
Høegh-Guldberg,Christian,1777,1867,exact,1,Reg0074180,"Høegh-Guldberg, Christian (1777–1867)"
Høegh-Guldberg,Hans Jørgen Christian,1802,1879,surname_year_mismatch,10,Reg0074170;Reg0074180;Reg0074190;Reg0074200;Reg0074210;Reg0074220;Reg0074230;Reg0074240;Reg0074250;Reg0074270,"Høegh-Guldberg, Anna Dorothea, f. von Munthe af Morgenstierne (1774–1766) | Høegh-Guldberg, Christian (1777–1867) | Høegh-Guldberg, Christierne (Stierna) (1806–1888) | Høegh-Guldberg, Frederik (1771–1852) | Høegh-Guldberg, Hanne, f. Bilsted (1812–1871) | Høegh-Guldberg, Ove Christopher (1805–1869) | Høegh-Guldberg, Ove Emmerich (1798–1843) | Høegh-Guldberg, Ove Wilhelm (1807–1848) | Høegh-Guldberg, Petra (1801–1870) | Høegh-Guldberg, Vilhelmine (Mine) (1810–1877)"
Høegh-Guldberg,Julius,1779,1861,surname_year_mismatch,10,Reg0074170;Reg0074180;Reg0074190;Reg0074200;Reg0074210;Reg0074220;Reg0074230;Reg0074240;Reg0074250;Reg0074270,"Høegh-Guldberg, Anna Dorothea, f. von Munthe af Morgenstierne (1774–1766) | Høegh-Guldberg, Christian (1777–1867) | Høegh-Guldberg, Christierne (Stierna) (1806–1888) | Høegh-Guldberg, Frederik (1771–1852) | Høegh-Guldberg, Hanne, f. Bilsted (1812–1871) | Høegh-Guldberg, Ove Christopher (1805–1869) | Høegh-Guldberg, Ove Emmerich (1798–1843) | Høegh-Guldberg, Ove Wilhelm (1807–1848) | Høegh-Guldberg, Petra (1801–1870) | Høegh-Guldberg, Vilhelmine (Mine) (1810–1877)"
Høst,Andreas Frederik,1811,1897,exact,1,Reg0074350,"Høst, Andreas Frederik (1811–1897)"
Høyen,L. N.,1798,1870,exact,1,Reg0074400,"Høyen, N. L. (1798–1870)"
Ibsen,Henrik,1828,1906,exact,1,Reg0074490,"Ibsen, Henrik (1828–1906)"
Ingeborg,"se Drewsen Ingeborg. Ingemann, B. S.",1789,1862,none,0,,
Ingemann,"Lucie, f. Mandix",1792,1868,exact,1,Reg0074610,"Ingemann, Lucie, f. Mandix (1792–1868)"
Ingemann,Søren,1735,1799,surname_only,1,Reg0074600,"Ingemann, Clara (ca. 1845?-ca. 1922)"
Isberg,S. W.,1820,1895,exact,1,Reg0074830,"Isberg, S. W. (1820–1895)"
Isenring,Johann Baptist,1796,1860,exact,1,Reg0074840,"Isenring, Johann Baptist (1796–1860)"
Italien,"Vittorio Emanuele I, Konge af —",1820,1858,exact,1,Reg0074860,"Italien, Vittorio Emanuele II, Konge af – (1820–1878)"
Iversen,C. G.,1817,1881,exact,1,Reg0074900,"Iversen, C. G. (1817–1881)"
Iversen,Chr. H.,1748,1827,surname_only,2,Reg0074880;Reg0074890,"Iversen | Iversen, A. G. (død 1850)"
Jacobsen,"Handelsmand fra Kbh.? I, 160- 61. Jacobsen, Andreas",1801,1870,exact,1,Reg0075040,"Jacobsen, Andreas (1801–1870)"
Jacobsen,Hermann,1838,1907,exact,1,Reg0075110,"Jacobsen, Hermann (1838–1907)"
Jacobsen,J. C.,1811,1887,exact,1,Reg0075130,"Jacobsen, J. G. (1811–1887)"
Jamieson,William,1809,1869,exact,1,Reg0075270,"Jamieson, William (1809–1869)"
Ill,"144. V, 138, 308. Jensen, Claudia",1816,1887,none,0,,
Jensen,H. C.,1836,1903,surname_only,10,Reg0075510;Reg0075520;Reg0075530;Reg0075540;Reg0075550;Reg0075650;Reg0075670;Reg0075680;Reg0075700;Reg0075750,"Jensen | Jensen, Frk. | Jensen | Jensen | Jensen, Anna Jacobine (f. 15.8.1865) | Jensen, Jens (1843–?) | Jensen, Johan | Jensen, Josephine Caroline Vilhelmine, f. Engelmann (1833–?) | Jensen, Kirstine, f. Hansdatter (1816–?) | Jensen, Thora"
Jerdan,William,1782,1869,surname_only,1,Reg0075790,"Jerdan, Mrs."
Jerichau,Harald,1851,1878,exact,1,Reg0075810,"Jerichau, Harald (1851–1878)"
Jerichau,Holger,1861,1900,surname_year_mismatch,5,Reg0075810;Reg0075820;Reg0075830;Reg0075840;Reg0075860,"Jerichau, Harald (1851–1878) | Jerichau, Jens Adolf (1816–1883) | Jerichau, Marie (1850–1893) | Jerichau, Nanny (Agnete) (1853–1897) | Jerichau, Thorald (1848–1909)"
Jerichau,Jens Adolf,1816,1883,exact,1,Reg0075820,"Jerichau, Jens Adolf (1816–1883)"
Jerichau-Baumann,"Elisabeth, f. Baumann",1819,1881,exact,1,Reg0075870,"Jerichau-Baumann, Elisabeth, f. Baumann (1819–1881)"
Jerndorff,Just Ulrik,1806,1847,exact,1,Reg0075900,"Jerndorff, Just Ulrik (1806–1847)"
Jespersen,M. Bohn,1833,1917,surname_only,1,Reg0075960,"Jespersen, Amtmand, se: Esbensen."
Jessen,"Caroline, f. Jessen",1804,1882,exact,1,Reg0076000,"Jessen, Caroline, f. Jessen (1804–1882)"
Jessen,J. G. v.,1817,1884,exact,1,Reg0076020,"Jessen, J. C. von (1817–1884)"
Jessen,Joh. Edv.,1840,,surname_only,1,Reg0076030,"Jessen, Joh. Edv. (1840–?)"
Jessen,Niels Staal,1797,1880,exact,1,Reg0076040,"Jessen, N. J. (1797–1866)"
Jessen,"Sophie Augusta v., f. Dichman",1825,1900,surname_only,1,Reg0076030,"Jessen, Joh. Edv. (1840–?)"
Joachim,Joseph,1831,1907,exact,1,Reg0076120,"Joachim, Joseph (1831–1907)"
John,Johann,1796,1865,none,0,,
Johnson,Samuel,1709,1784,exact,1,Reg0076290,"Johnson, Samuel (1709–1784)"
Joinville,"Francisca, Prinsesse af —, f. Prin­ sesse af Brasilien",1824,1898,exact,1,Reg0076300,"Joinville, Francisca, Prinsesse af –, f. Prinsesse af Brasilien (1824–1898)"
Joinville,"François Ferdinand, Prins af —",1818,1900,exact,1,Reg0076310,"Joinville, François, Prins af – (1818–1900)"
Jonna,"se Drewsen, Jonna. Jonquières, Alice de Dompierre de",1848,1921,surname_only,1,Reg0076370,"Jonna, se: Drewsen, Jonna, og Stampe, Jonna."
Jordan,Ludvig,1813,1889,surname_year_mismatch,1,Reg0076440,"Jordan, Rudolf (1810–1887)"
Josephson,J. A.,1818,1880,exact,1,Reg0076460,"Josephson, J. A. (1818–1880)"
Juel,Niels,1796,1874,exact,1,Reg0076630,"Juel, Niels (1796–1874)"
Jurgensen,N. J.,1809,1882,exact,1,Reg0076790,"Jurgensen, N. J. (1809–1882)"
Lavalette,"g. m. Jules J. II, 344. V, 247. Jürgensen, Fritz",1818,1863,none,0,,
Jürgensen,Jaques-Alfred,1842,1912,exact,1,Reg0076910,"Jürgensen, Alfred (1842–1912)"
Jürgensen,"Jenny Sophie, f. Bojesen",1807,1875,exact,1,Reg0076980,"Jürgensen, Jenny Sophie, f. Bojesen (1807–1875)"
Jürgensen,Jules,1808,1877,ambiguous,2,Reg0076920;Reg0076990,"Jürgensen, Anastasie, f. Lavalette (1808–1877) | Jürgensen, Jules (1808–1877)"
Jürgensen,Jules F. U.,1837,1894,exact,1,Reg0077000,"Jürgensen, Jules F. U. (1837–1894)"
Jürgensen,Louis Urban,1806,1867,exact,1,Reg0077030,"Jürgensen, Louis Urban (1806–1867)"
Jürgensen,Marcus,1798,1879,exact,1,Reg0077050,"Jürgensen, Marcus (1798–1879)"
Jürgensen,Sophie,1813,1882,surname_only,5,Reg0076760;Reg0076800;Reg0076900;Reg0076960;Reg0077100,"Jurgensen, Blanche (1843–?) | Jurgensen, Paul François, Søn af N.J.J., se: Leyssac, Paul Fr. | Jürgensen, se også: Jurgensen og Jørgensen. | Jürgensen, Emma Georgine (1846–?) | Jürgensen, Urban August (død 1866, 28 år gl.)"
Jøhnke,"Julie, f. Reitzel",1830,1905,exact,1,Reg0077180,"Jøhnke, Julie Sophie Andrea, f. Reitzel (1830–1905)"
Jørgensen,Hans Christian,1847,1869,exact,1,Reg0077330,"Jørgensen, Hans Christian (1847–1869)"
Jørgensen,"Jakobine Oline Frederikke, f. Hoff",1827,,surname_only,9,Reg0077220;Reg0077240;Reg0077250;Reg0077260;Reg0077280;Reg0077340;Reg0077370;Reg0077390;Reg0077410,"Jørgensen (1833), se: Jürgensen, Louis Urban. | Jørgensen | Jørgensen | Jørgensen | Jørgensen, Agnes Johanne Marie (1853–?) | Jørgensen, Helga Dorthea Sophie (1856–?) | Jørgensen, Jakobine Oline Frederikke, f. Hoff (1827–?) | Jørgensen, Jørgen | Jørgensen, Rasmus (kaldet Specius) (1792–?)"
Jørgensen,Niels,1822,1907,exact,1,Reg0077400,"Jørgensen, Niels (1822–1907)"
Kaalund,H. V.,1818,1885,exact,1,Reg0077430,"Kaalund, H. V. (1818–1885)"
Kahrs,"Anna, f. de Neergaard",1835,1891,exact,1,Reg0077490,"Kahrs, Anna Henriette, f. Neergaard (1835–1891)"
J97,"201. V, 326. Kahrs, Ole Chr.",1822,1891,none,0,,
Kaiser,Frederik,1808,1872,exact,1,Reg0077510,"Kaiser, Friedrich (1808–1872)"
Kali,"Nancy Gerhardine, f. Rørbye",1813,1863,exact,1,Reg0077590,"Kali, Nancy, f. Rørbye (1813–1863)"
Rørbye,"g. 1835 m. P. J. K. 11,319. V, 237. Kali, Peter Julius",1804,1878,surname_year_mismatch,5,Reg0109010;Reg0109020;Reg0109030;Reg0109040;Reg0109050,"Rørbye, F. C. (1795–1860) | Rørbye, Helga (1840–1919) | Rørbye, Martinus (1803–1848) | Rørbye, Rose Frederikke, f. Schiøtt (1810–1859) | Rørbye, Sophie, f. Henne (1813–1896)"
Karup,W. I.,1829,1870,exact,1,Reg0077720,"Karup, W. I. (1829–1870)"
Kauffmann,Heinr. Aug. Theod.,1819,1905,exact,1,Reg0077800,"Kauffmann, Heinrich (1819–1905)"
Kaulbach,"Josephine v., f. Sutner",1810,1896,exact,1,Reg0077870,"Kaulbach, Josephine von, f. Sutner (1810–1896)"
Kaulbach,Wilhelm v.,1805,1874,exact,1,Reg0077890,"Kaulbach, Wilhelm von (1805–1874)"
Kayser,C. J. H.,1811,1870,exact,1,Reg0077910,"Kayser, G. J. H. (1811–1870)"
Kellermann,"Caroline, f. Fjeldsted",1821,1881,surname_year_mismatch,1,Reg0078020,"Kellermann, Christian (1815–1866)"
Kellermann,Christian,1815,1866,exact,1,Reg0078020,"Kellermann, Christian (1815–1866)"
Kent,"Victoria, Hertuginde af —, f. Prinsesse af Sachsen-Coburg",1786,1861,none,0,,
Kertbeny,K. M.,1824,1882,exact,1,Reg0078150,"Kertbeny, K. M. (1824–1882)"
Kestner,August,1777,1853,exact,1,Reg0078160,"Kestner, August (1777–1853)"
Keyper,Leopold,1793,1854,none,0,,
Kiellerup,Theodor,1818,1850,exact,1,Reg0078230,"Kiellerup, Theodor (1818–1850)"
Kierkegaard,Søren,1813,1855,exact,1,Reg0078290,"Kierkegaard, Søren (1813–1855)"
Kierulff,A. C.,1782,1846,surname_year_mismatch,2,Reg0078300;Reg0078310,"Kierulff, Caroline Emilie Henriette, f. Larsen (1807–1891) | Kierulff, Julie (1814–1875)"
Kierulff,H. A. R.,1793,1866,surname_year_mismatch,2,Reg0078300;Reg0078310,"Kierulff, Caroline Emilie Henriette, f. Larsen (1807–1891) | Kierulff, Julie (1814–1875)"
Kierulff,Julie,1814,1875,exact,1,Reg0078310,"Kierulff, Julie (1814–1875)"
Kiesewetter,"Dr. IV, 110. V, 404. Kingo, Thomas",1634,1703,surname_only,2,Reg0078330;Reg0078340,"Kiesewetter, dr. | Kiesewetter"
Kirchheiner,J. F.,1798,1865,surname_only,1,Reg0078410,"Kirchheiner, A. G. E. (1827–?)"
Kirstein,C. L.,1793,1862,exact,1,Reg0078460,"Kirstein, C. L. (1793–1862)"
Kirstein,Edouard,1835,1899,exact,1,Reg0078470,"Kirstein, Edouard (1835–1899)"
Kjær,"Hedvig Christine, f. Friis",1811,1880,exact,1,Reg0078640,"Kjær, Hedvig Kirstine, f. Friis (1811–1880)"
Kneppelhout,Johannes,1814,1885,exact,1,Reg0078960,"Kneppelhout, Johannes (1814–1885)"
Knudsen,Adrian Benoni,1806,1879,exact,1,Reg0079080,"Knudsen, Adrian Benoni (1806–1879)"
Knudsen,Peter,1819,1854,exact,1,Reg0079180,"Knudsen, Peter (1819–1854)"
Knudsen,"Susanne Elisabeth, f. Miller",1811,1902,exact,1,Reg0079190,"Knudsen, Susanne Elisabeth, f. Miller (1811–1902)"
Knudsen,Thomine,1807,1897,exact,1,Reg0079200,"Knudsen, Thomine (1807–1897)"
Knuth,"Eggert Christopher, Lensgreve",1838,1874,exact,1,Reg0079300,"Knuth, Eggert Christopher, Lensgreve (1838–1874)"
Knuth,"F. M., Lensgreve",1813,1856,exact,1,Reg0079320,"Knuth, F. M., Greve (1813–1856)"
Koch,Henrik,1836,1903,exact,1,Reg0079540,"Koch, Hans Henrik (Henni) (1836–1903)"
Koch,"Ida, f. Wulff",1806,1876,exact,1,Reg0079560,"Koch, Ida, f. Wulff (1806–1876)"
Koch,J. H.,1787,1860,exact,1,Reg0079620,"Koch, Jørgen Hansen (1787–1860)"
Kofoed-Hansen,H. P.,1813,1893,exact,1,Reg0079800,"Kofoed-Hansen, H. P. (1813–1893)"
Kofoed-Hansen,"Sophie Isabella Lætitia, f. Komtesse Moltke",1827,1898,surname_year_mismatch,2,Reg0079800;Reg0079810,"Kofoed-Hansen, H. P. (1813–1893) | Kofoed-Hansen, Sophie Gyrithe (1852–1899)"
Kohl,Johann Georg,1808,1878,exact,1,Reg0079830,"Kohl, Johann Georg (1808–1878)"
Kolb,Gustav,1798,1865,exact,1,Reg0079860,"Kolb, Gustav (1798–1865)"
Kolberg,Andreas,1817,1869,exact,1,Reg0079870,"Kolberg, Andreas (1817–1869)"
Kopp,Joh. Siegfried Julius,1808,1868,none,0,,
Kornerup,Jacob,1825,1913,exact,1,Reg0080060,"Kornerup, Jacob (1825–1913)"
Koss,Joseph Albrecht Friedrich Christopher v.,1787,1858,exact,1,Reg0080120,"Koss, J. von (1787–1858)"
Kotzebue,August v.,1761,1819,exact,1,Reg0080160,"Kotzebue, August von (1761–1819)"
Krabbe,Christopher,1833,1913,none,0,,
Kragh,Christian,1802,1884,exact,1,Reg0080240,"Kragh, Christian (1802–1884)"
Kranold,R. H. C.,1819,1889,exact,1,Reg0080330,"Kranold, R. H. C. (1819–1889)"
Krebs,F. C.,1814,1881,exact,1,Reg0080450,"Krebs, F. C. (1814–1881)"
Krieger,A. F.,1817,1893,exact,1,Reg0080590,"Krieger, A. F. (1817–1893)"
Krieger,Johannes,1810,1833,surname_year_mismatch,5,Reg0080590;Reg0080600;Reg0080610;Reg0080620;Reg0080630,"Krieger, A. F. (1817–1893) | Krieger, Anna Cathrine, f. Falbe (1770–1843) | Krieger, Cornelius (1818–1894) | Krieger, Johan Cornelius (1756–1824) | Krieger, Zarah (1843–1870)"
Krieger,Zarah,1843,1870,exact,1,Reg0080630,"Krieger, Zarah (1843–1870)"
Krohn,J.,1841,1925,exact,1,Reg0080860,"Krohn, Johan (1841–1925)"
Kruse,Laurids,1778,1839,exact,1,Reg0080990,"Kruse, Laurids (1778–1839)"
Kruse,Petrus Janus,1768,1837,surname_only,1,Reg0080970,Kruse
Krüger,Frits,1817,1871,exact,1,Reg0081090,"Krüger, Fritz (1817–1871)"
Krüger,F. T.,1778,1867,surname_only,5,Reg0081030;Reg0081040;Reg0081050;Reg0081060;Reg0081070,"Krüger | Krüger | Krüger | Krüger, Adelaide Sophie, f. Manthey (død 1876, 70 år gl.) | Krüger, Emilie Therese"
Krüger,H. A.,1816,1881,exact,1,Reg0081100,"Krüger, H. A. (1816–1881)"
Kræmer,Robert Fredrik v.,1791,1880,exact,1,Reg0081150,"Kræmer, Robert Fredrik von (1791–1880)"
Krøyer,H. N.,1799,1870,exact,1,Reg0081160,"Krøyer, H. N. (1799–1870)"
Krøyer,P. S.,1851,1909,surname_year_mismatch,1,Reg0081160,"Krøyer, H. N. (1799–1870)"
Küchler,Albert,1803,1886,exact,1,Reg0081370,"Küchler, Albert (1803–1886)"
Kücken,Friedrich Wilhelm,1810,1882,none,0,,
Kühne,Gustav,1806,1888,exact,1,Reg0081410,"Kühne, Gustav (1806–1888)"
Königswarter,"Moritz v., Baron",1837,1893,exact,1,Reg0081530,"Königswarter, Moritz von, Baron (1837–1893)"
Könnentz,Julius v.,1792,1866,none,0,,
Labatt,Leonard,1838,1897,exact,1,Reg0081660,"Labatt, Leonard (1838–1897)"
Lagerheim,"Elias, Friherre",1791,1864,exact,1,Reg0081860,"Lagerheim, Elias, Friherre (1791–1864)"
Lange,Agnes,1841,1903,ambiguous,2,Reg0082020;Reg0082190,"Lange, Agnes (1841–1903) | Lange, Ludvig Classen (1841–1883)"
Lange,Frederikke Nicoline,1812,1892,surname_only,5,Reg0082000;Reg0082010;Reg0082050;Reg0082110;Reg0082170,"Lange | Lange | Lange, Daniel (1815–?) | Lange, Josephine | Lange, Kristian Konrad Sofus (1857–?)"
Teater,"g. 1830 m. P. J. Larcher I, 25, 28. V, 8. Lange, H. V.",1815,1873,none,0,,
Lange,Johan,1818,1898,exact,1,Reg0082100,"Lange, Johan (1818–1898)"
Lange,Rasmus,1777,1848,exact,1,Reg0082240,"Lange, Rasmus (1777–1848)"
Larsen,A. C.,1840,1914,surname_only,8,Reg0082480;Reg0082490;Reg0082500;Reg0082510;Reg0082550;Reg0082610;Reg0082660;Reg0082670,"Larsen | Larsen | Larsen | Larsen | Larsen, Christian | Larsen, Frederikke (1814–?) | Larsen, Peter | Larsen, Wilhelmine Augusta"
Larsen,"Frederika, f. Pommer",1790,1850,surname_only,8,Reg0082480;Reg0082490;Reg0082500;Reg0082510;Reg0082550;Reg0082610;Reg0082660;Reg0082670,"Larsen | Larsen | Larsen | Larsen | Larsen, Christian | Larsen, Frederikke (1814–?) | Larsen, Peter | Larsen, Wilhelmine Augusta"
Lassen,Gotthilf Ferd.,1803,1860,surname_only,5,Reg0082700;Reg0082710;Reg0082730;Reg0082740;Reg0082810,"Lassen, Jfr. | Lassen | Lassen, Elise Frederike (f. ca. 1842) | Lassen, Emma Elsine Petrea, f. Allerup (1837–?) | Lassen, S. L."
Lassen,Jørgen Alexander,1800,1888,surname_only,5,Reg0082700;Reg0082710;Reg0082730;Reg0082740;Reg0082810,"Lassen, Jfr. | Lassen | Lassen, Elise Frederike (f. ca. 1842) | Lassen, Emma Elsine Petrea, f. Allerup (1837–?) | Lassen, S. L."
Laube,Heinrich,1806,1884,exact,1,Reg0082900,"Laube, Heinrich (1806–1884)"
Lehmann,"Arnette Marie Bolette, f. Puggaard",1821,1849,exact,1,Reg0083200,"Lehmann, Eduard Adolf Emilius (1821–1887)"
Lehmann,Nanna,1849,1935,exact,1,Reg0083290,"Lehmann, Nanna (1849–1935)"
Lehmann,Orla,1810,1870,ambiguous,2,Reg0083240;Reg0083310,"Lehmann, Heinrich (Henri) (1810–1890) | Lehmann, Orla (1810–1870)"
Leithoff,Matthias Ludwig,1778,1846,none,0,,
Lembcke,Edvard,1815,1897,exact,1,Reg0083460,"Lembcke, Edvard (1815–1897)"
Lennep,Jacob van,1802,1868,exact,1,Reg0083560,"Lennep, Jacob van (1802–1868)"
Lenz,Ludwig,1813,1896,exact,1,Reg0083650,"Lenz, Ludwig (1813–1896)"
Leo,F. A.,1820,1898,exact,1,Reg0083710,"Leo, F. A. (1820–1898)"
Lerche,"C. A., Lensgreve",1830,1885,exact,1,Reg0083800,"Lerche, C. A., Lensgreve (1830–1885)"
Lerche,"Cornelia, f. Tillisch, Lensgrevinde",1837,1904,exact,1,Reg0083820,"Lerche, Cornelia, Lensgrevinde, f. Tillisch (1837–1904)"
Il,"292. III, 77. V, 227, 288. Lerche, Ferdinand, Greve",1813,1897,none,0,,
Leuchtenberg,"Auguste Amalia, Hertuginde af—, f. Prinsesse af Bayern",1788,1851,exact,1,Reg0083980,"Leuchtenberg, Auguste Amalia, Hertuginde af –, f. Prinsesse af Bayern (1788–1851)"
Lewenhaupt,"Adam Casimir Ludvig, Greve",1820,1895,ambiguous,2,Reg0084360;Reg0084370,"Lewenhaupt, Adam Casimir Ludvig, Greve (1820–1895) | Lewenhaupt, Adelaide Hortense Angelique. Grevinde (1820–1899)"
Levetzau,Joachim Godske,1782,1859,exact,1,Reg0084050,"Levetzau, Joachim Godske (1782–1859)"
Levison,Emilie,1815,1900,exact,1,Reg0084220,"Levison, Emilie (1815–1900)"
Levy,Carl Edvard Marius,1808,1865,exact,1,Reg0084260,"Levy, Carl (1808–1865)"
Libert,Emil,1820,1908,exact,1,Reg0084550,"Libert, G. Emil (1820–1908)"
Libert,"Marie, f. Busch",1830,1904,exact,1,Reg0084560,"Libert, Marie Philippine Caroline, f. Busch (1830–1904)"
Lichtenberg,Georg Christoph,1742,1799,surname_year_mismatch,1,Reg0084590,"Lichtenberg, Hans Henrik de (1803–1867)"
